일자,종목명,기사요약,근거,대표단어,label,종가,거래량,등락률,KOSPI200,KOSPI200_등락률,환율,환율변동률,유가,유가변동률,S&P500,S&P500_등락률
2020.05.26,삼성sdi,삼성SDI는 내년 차세대 배터리를 전격 공개하며 전 세계 전기차 배터리 시장점유율 부문에서 상위권으로 도약한다는 전략이다.,기술 호재,"차세대 배터리, 전격 공개, 상위권, 도약",1,388000,1454090,11.49%,267.31,1.73%,"1,240.45",-0.01%,12.18,1.33%,"2,955.45",0.24%
2020.05.26,삼성sdi,1분기 영업익 반토막,실적 부진,"영업익, 반토막",0,388000,1454090,11.49%,267.31,1.73%,"1,240.45",-0.01%,12.18,1.33%,"2,955.45",0.24%
2020.05.26,삼성sdi,1Q08.,실적 부진,"영업익, 반토막",0,388000,1454090,11.49%,267.31,1.73%,"1,240.45",-0.01%,12.18,1.33%,"2,955.45",0.24%
2020.05.26,현대차,현대자동차가 중대형 스포츠유틸리티카(SUV) 신차로 하반기 북미·유럽 공략에 속도를 낸다. 하이브리드카(HEV)와 플러그인하이브리드카(PHEV) 등 라인업을 확대해 신종 코로나바이러스 감염증(코로나19)으로 변화한 소비자들의 성향에 대응한다는 전략이다.,실적 호재,"스포츠유틸리티카, 신차, 북미, 유럽, 공략, 대응, 전략",1,97800,2006216,1.88%,267.31,1.73%,"1,240.45",-0.01%,12.18,1.33%,"2,955.45",0.24%
2020.05.27,LG 화학,전기차 배터리 업체들이 전반적으로 '그린뉴딜' 수혜주로 꼽히며 주가가 급격히 반등했다.,정부 정책 호재,"전기차 배터리, 그린뉴딜, 수혜주, 주가 반등",1,395500,622426,-4.47%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,SK이노베이션,각국이 신종 코로나바이러스 감염증(코로나19)으로 인한 경기 침체를 ‘그린 뉴딜’로 해결하겠다는 의지를 강하게 내비치면서다.,정부 정책 호재,"코로나, 경기 침체, 그린 뉴딜, 해결",1,122500,1965007,1.24%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,SK이노베이션,"한병화 유진투자증권 연구원은 유럽을 장악한 국내 배터리업체들의 수혜가 클 것으로 예상했다. 한 연구원은 ""EU의 전기차 지원안은 국내 배터리업체들의 목표주가가 일제히 상향조정 될 수 있을 정도로 파격적""이라며 ""2차전지 업체들의 이익 성장 촉매제가 될 것""이라고 판단했다.",EU 정책 호재,"국내 배터리업체, 수혜, 예상, 목표주가, 상향조정",1,122500,1965007,1.24%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,삼성sdi,신종 코로나바이러스감염증(코로나19)이 4차 산업혁명을 앞당길 것으로 전망,코로나 호재,"코로나, 4차 산업혁명, 앞당길 것",1,365000,1676145,-5.93%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,삼성sdi,"정부가 코로나19 대유행으로 침체된 경제에 활력을 불어넣기 위해 '한국형 뉴딜'을 추진하는데, 이 가운데 친환경 산업을 육성하는 '그린뉴딜'이 주요 사업으로 포함됐다",정부 정책 호재,"정부, 한국형 뉴딜, 그린뉴딜",1,365000,1676145,-5.93%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,삼성sdi,중단됐던 미국과 유럽 등 각국의 경제활동이 재개할 조짐,실적 호재,"미국, 유렵, 경제활동, 재개",1,365000,1676145,-5.93%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,삼성sdi,단기 급등하면서 밸류에이션 부담이 높아지고 있고 차익실현 심리도 자극될 수 있어 코스피 2000선 안착과정이 단기적으로는 쉽지 않을 수 있다고 내다보고 있다.,코스피 하락,차익실현,0,365000,1676145,-5.93%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,삼성sdi,밸류에이션 부담이 증가하고 Valuation Burden이 증가하고 있으며 KOSPI 2000 LINE 좌석의 심리학이 단기적으로가는 것이 더 쉬울 수는 없습니다.,코스피 하락,차익실현,0,365000,1676145,-5.93%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,현대차,코나 노르웨이車연맹 배터리 시험 1위,기술 호재,"코나, 연맹, 배터리, 1위",1,98100,1620664,0.31%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.27,현대차,GS칼텍스가 수도권에서 처음으로 휘발유·경유에서부터 수소까지 모두 공급이 가능한 '융복합 에너지 스테이션'을 선보인다.,협력사 호재,"융복합, 에너지, 스테이션, GS칼텍스, 공급, 가능",1,98100,1620664,0.31%,267.64,0.12%,"1,230.90",-0.77%,11.59,-4.84%,"2,991.77",1.23%
2020.05.28,LG 화학,2022년 출시될 현대·기아자동차의 순수 전기차(EV) 한 종에 LG화학이 2차전지를 공급하게 될 것으로 보인다.,실적 호재,"현대, 기아자동차, 2차전지, 공급",1,388500,842769,-1.77%,268.29,0.24%,"1,238.19",0.59%,12.07,4.14%,"3,036.13",1.48%
2020.05.28,삼성sdi,2차전지 소재업체 에코프로비엠의 상승세가 가파르다.,협력사 호재,"에코프로비엠, 상승세",1,359000,1477784,-1.64%,268.29,0.24%,"1,238.19",0.59%,12.07,4.14%,"3,036.13",1.48%
2020.05.28,삼성sdi,"전기차 시장의 성장기조가 훼손되지 않고, EV배터리 수요가 견조하다고 보면, 단기간 주가 급등에 따른 차익실현 매물이 나오더라도 추세의 훼손보다 매수의 기회로 받아들여질 가능성이 높음",산업 성장 기대,"전기차 시장, 성장기조, 매수 기회",1,359000,1477784,-1.64%,268.29,0.24%,"1,238.19",0.59%,12.07,4.14%,"3,036.13",1.48%
2020.05.29,현대차,현대차-소니픽처스 전략적 파트너십 체결,협력사 호재,"소니픽처스, 파트너십, 체결",1,98000,2010414,0.82%,268.32,0.01%,"1,237.97",-0.02%,12.67,4.97%,"3,029.73",-0.21%
2020.06.01,LG 화학,현대자동차그룹은 2022년 출시 예정인 전기자동차에 쓰일 배터리 공급사로 SK 이노베이션에 이어 국내 최대 배터리 업체 LG화학을 선정했다.,실적 호재,"현대자동차그룹, 전기자동차, 배터리 공급사, 선정",1,396000,401656,1.41%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.01,SK이노베이션,"2분기를 저점으로 글로벌 소비지표가 조금씩 살아나고 있고, 이에 따라 산업생산 역시 반등이 기대된다는 평가다.",경제지표 호재,"글로벌 소비지표, 반등, 기대",1,124000,664521,4.64%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.01,SK이노베이션,2차전지는 코로나19 직격탄에도 불구하고 올해 성장이 기대되는 대표적인 업종이다. 오히려 기존 자동차산업보다 2차전지의 전방 산업인 전기차산업의 실적 안정성이 뛰어나다는 평가다.,산업 성장 기대,"코로나, 불구하고, 전기차산업, 실적 안정성, 평가",1,124000,664521,4.64%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.01,삼성sdi,"한국형 미래차 개발을 놓고 삼성그룹과 현대차그룹, 한화그룹의 전방위 협력에 시동이 걸렸다.",실적 호재,"미래차, 삼성그룹, 현대차그룹, 한화그룹, 협력, 개발",1,366000,532951,1.95%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.01,현대차,현대차그룹이 한화큐셀과 손잡고 전기차 배터리의 재사용을 기반으로 한 태양광 연계 에너지저장장치(ESS)를 공동 개발한다고 31일 밝혔다,협력사 협업,"배터리, 재사용, ESS, 공동, 계발, 한화큐셀",1,100000,1908428,2.04%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.01,현대차,현대자동차그룹과 한화그룹 태양광 사업 계열사인 한화솔루션(한화큐셀 부문)이 손잡고 전기차(EV)에서 회수한 재사용 배터리를 기반으로 한 친환경 에너지저장장치(ESS) 사업에 나선다.,협력사 협업,"한화솔루션, 전기차, 재사용 배터리, ESS, 사업",1,100000,1908428,2.04%,273.19,1.81%,"1,231.49",-0.52%,12.93,1.25%,"3,044.31",0.48%
2020.06.02,현대차,현대자동차가 전동화 전담(모빌리티) 판매조직을 신설했다. 내년 신차 출시를 통해 본격적인 경쟁에 나서기 앞서 내연기관과 차별화된 판매 전략으로 글로벌 점유율을 높이려는 목적으로 분석된다.,실적 호재,"판매조직, 신설, 차별화, 점유율, 목적",1,102500,2155405,2.50%,276.08,1.06%,"1,222.92",-0.70%,13.48,4.25%,"3,055.73",0.38%
2020.06.02,현대차,車 해외판매 또 48% 급감…내수 반짝에도 `깊은 한숨`,실적 부진,"해외, 판매, 급감",0,102500,2155405,2.50%,276.08,1.06%,"1,222.92",-0.70%,13.48,4.25%,"3,055.73",0.38%
2020.06.02,현대차,자동차 해외 판매 다시 ... 나는 배의 깊은 한숨이다.,실적 부진,"해외, 판매, 급감",0,102500,2155405,2.50%,276.08,1.06%,"1,222.92",-0.70%,13.48,4.25%,"3,055.73",0.38%
2020.06.03,SK이노베이션,"SK이노베이션, 삼성SDI, LG화학 등 국내 배터리 3인방도 올해 하반기까지 배터리 생산에서 폐배터리 재활용 까지 포함한 배터리 밸류체인(가치사슬)을 새로 구성한다. SK이노베이션은 지난해 폐배터리 양극에서 리튬을 회수하는 기술을 세계 최초로 개발했다.",기술 공개,"배터리 3인방, 세계 최초, 밸류체인, 폐배터리",1,127500,731734,2.82%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.03,SK이노베이션,‘그린밸런스2030’은 SK이노베이션이 지난해 도입한 성장전략이다. 전기차 배터리 등 친환경 사업을 집중 육성해 2030년까지 환경에 대한 부정적인 영향을 제로(0)로 낮추겠다는 목표를 담고 있다.,투자 확대 기대,"전기차 배터리, 친환경 사업, 집중, 육성",1,127500,731734,2.82%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.03,삼성sdi,삼성SDI에 대해 하반기 기점으로 본격적인 성장이 기대된다고 분석했다.,실적 호재,"본격적, 성장, 기대",1,366000,955239,-1.08%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.03,삼성sdi,"전기차 배터리 사업가치 17조6,000원까지 성장 전망",산업 성장 기대,성장 전망,1,366000,955239,-1.08%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.03,현대차,현대자동차가 전 세계에 불어닥친 신종 코로나바이러스 감염증(코로나19) 영향으로 해외 판매실적이 반 토막 났다.,실적 부진,"코로나, 판매실적, 해외, 반 토막",0,108500,3118795,5.85%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.03,현대차,현대 자동차는 전 세계의 H1N1 코로나 바이러스 감염 (코로나 19)의 세계에있었습니다.,실적 부진,"코로나, 판매실적, 해외, 반 토막",0,108500,3118795,5.85%,285.91,3.56%,"1,219.62",-0.27%,13.59,0.82%,"3,080.82",0.82%
2020.06.04,삼성sdi,삼성전자 계열사 가운데 가장 높은 매출 성장을 기록할 전망.,실적 호재,"높은 매출, 성장, 기록, 전망",1,370500,778566,1.23%,286.45,0.19%,"1,215.79",-0.31%,13.77,1.32%,"3,122.87",1.36%
2020.06.05,LG 화학,전기차 부문의 핵심부품인 배터리를 세계에 공급하는 혁신기업(LG화학·삼성SDI·SK이노베이션)이 한국에 몰려 있다.,산업 성장 기대,"혁신기업, 핵심부품, 배터리, 세계, 공급",1,434000,865564,3.95%,290.62,1.46%,"1,216.39",0.05%,14.33,4.07%,"3,112.35",-0.34%
2020.06.05,삼성sdi,삼성전자 계열사 가운데 가장 높은 매출 성장을 기록할 전망.,실적 호재,"높은 매출, 성장, 기록, 전망",1,371500,648486,0.27%,290.62,1.46%,"1,216.39",0.05%,14.33,4.07%,"3,112.35",-0.34%
2020.06.05,현대차,10명 중 7명은 아직도 전기차 잘 몰라 가장 큰 고객 불만은 불편한 충전,기술 악재,"고객, 불만, 불편, 충전",0,111000,2128094,2.30%,290.62,1.46%,"1,216.39",0.05%,14.33,4.07%,"3,112.35",-0.34%
2020.06.05,현대차,10 명 중 7 명은 여전히 전기 자동차가 아닙니다. 가장 큰 고객 불만은 불편한 충전입니다.,기술 악재,"고객, 불만, 불편, 충전",0,111000,2128094,2.30%,290.62,1.46%,"1,216.39",0.05%,14.33,4.07%,"3,112.35",-0.34%
2020.06.08,LG 화학,유진투자증권은 5일 LG화학에 대해 전지와 화학 부문이 모두 회복하면서 2분기 실적이 개선될 것이라며 목표주가를 기존 50만원에서 60만원으로 올렸다.,실적 호재,"전지, 화학, 회복, 실적, 기대, 목표주가, 올렸다",1,434000,684281,0.00%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,LG 화학,"테슬라의 독주가 펼쳐지는 가운데 글로벌 완성차업체들도 전기차 시장에 뛰어들고 있다. 현대·기아차도 LG화학, SK이노베이션, 삼성SDI 등과 협력을 모색하며 전기차 투자에 박차를 가하고 있다.",협력사 협업,"협력, 모색, 투자, 전기차 시장",1,434000,684281,0.00%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,삼성sdi,"테슬라는 지난 1분기 매출액 59억8500만달러, 순이익 1600만달러를 기록했다.",협력사 호재,"테슬라, 순이익, 기록",1,375500,691875,1.08%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,삼성sdi,테슬라는 CATL 배터리 탑재,경쟁사 호재,"테슬라, CATL, 탑재",0,375500,691875,1.08%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,삼성sdi,"중국, 안정적 공급망 확보",경쟁사 호재,"중국, 안정적, 공급망, 확보",0,375500,691875,1.08%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,삼성sdi,테슬라 탑재 CATL 배터리,경쟁사 호재,"테슬라, CATL, 탑재",0,375500,691875,1.08%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.08,삼성sdi,"중국, 안정적인 공급망 확보",경쟁사 호재,"중국, 안정적, 공급망, 확보",0,375500,691875,1.08%,290.77,0.05%,"1,202.02",-1.18%,14.46,-3.47%,"3,193.93",2.62%
2020.06.09,SK이노베이션,SK이노베이션이 100% 지분을 보유한 소재사업 자회사 SK아이이테크놀로지(이하 SKIET)가 기업공개(IPO)를 추진한다.,자회사 상장,"SKIET, 자회사, 기업공개, IPO",0,125500,544082,-0.79%,291.32,0.19%,"1,195.35",-0.55%,14.45,-0.07%,"3,232.39",1.20%
2020.06.09,SK이노베이션,SK 혁신에는 100 %의 이해 관계자 비즈니스 자회사 인 Tekonroo (Skiet)가 추진 된 기업 공개 (IPO)가 있습니다.,자회사 상장,"SKIET, 자회사, 기업공개, IPO",0,125500,544082,-0.79%,291.32,0.19%,"1,195.35",-0.55%,14.45,-0.07%,"3,232.39",1.20%
2020.06.09,삼성sdi,NH투자증권은 8일 삼성SDI에 대해 전기차용 전지사업이 올해 하반기를 기점으로 이익 발생 구간에 진입할 전망이라며 목표주가를 기존 40만원에서 45만원으로 상향조정했다.,목표주가 상승,"이익, 발생, 진입, 전망, 상향조정",1,383500,989349,2.13%,291.32,0.19%,"1,195.35",-0.55%,14.45,-0.07%,"3,232.39",1.20%
2020.06.09,삼성sdi,NH투자증권은 8일 삼성SDI에 대해 전기차 배터리 부문의 성장 잠재력이 시간이 지날수록 커지고 있다며 목표주가를 기존 33만원에서 45만원으로 올렸다.,목표주가 상승,"성장 잠재력, 배터리, 올렸다",1,383500,989349,2.13%,291.32,0.19%,"1,195.35",-0.55%,14.45,-0.07%,"3,232.39",1.20%
2020.06.10,LG 화학,"한국지엠 쉐보레가 414km 주행거리를 자랑하는 전기차 '2020년형 볼트EV'를 공개하고 
 9일부터 사전계약에 돌입한다고 밝혔다. 기존 모델보다 주행거리가 31km 연장됐다. 쉐보레는 LG화학과의 협업을 바탕으로 배터리 팩의 크기나 구조 변경 없이 볼트EV 1회 충전 주행거리를 늘릴 수 있었다고 설명했다.",기술 호재,"공개, 주행거리, 자랑, 계약 돌입, 연장",1,440000,535589,1.73%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,LG 화학,빈패스트는 올해 11월 LG화학 배터리가 탑재된 베트남 1호 전기차 모델을 공개하고 내년 1월부터 시범양산에 돌입한다는 계획이다.,신제품 공개,"모델, 공개, 시범양산, 돌입, 계획",1,440000,535589,1.73%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,SK이노베이션,SK이노베이션이 전기차 배터리 소재 사업을 강화한다. 전기차 배터리 분리막을 만드는 자회사 SK아이테크놀로지(SKIET)의 기업공개(IPO)를 통해 '글로벌 톱3'의 발판을 마련하겠다는 전략이다.,자회사 상장,"SKIET, 자회사, 기업공개, IPO",0,124500,421701,-0.80%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,SK이노베이션,"SK 혁신은 전기 자동차 배터리 재료 Business를 향상시킵니다. 전기 자동차 배터리 분리막을 만드는 회사는 SK ITC Snot (Skiet)의 기업 공개를 통해 ""글로벌 톱 3""스캐 폴딩을 제공하는 전략입니다.",자회사 상장,"SKIET, 자회사, 기업공개, IPO",0,124500,421701,-0.80%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,현대차,현대자동차가 선수금 없이 하루 1만원 미만 납입금으로 전기차 코나 일렉트릭과 아이오닉 일렉트릭을 구입할 수 있는 ‘엘리트(E-Lite) 할부 프로모션’을 실시한다고 9일 밝혔다.,공격적 마케팅,"코나, 아이오닉, 엘리트 할부 프로모션",1,111500,1377837,-0.45%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,현대차,9일 자동차 업계에 따르면 현대기아차의 전기차 수출은 올해들어 5월까지 모두 4만182대로 작년 동기(2만5454대)에 비해 57.9% 뛰었다.,실적 호재,"작년 동기, 뛰었다. 수출",1,111500,1377837,-0.45%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,현대차,9일 현대·기아차에 따르면 올해 5월까지 전기차 수출은 모두 4만182대로 작년 동기(2만5454대)에 비해 57.9% 뛰었다.,실적 호재,"자년 동기, 뛰었다. ",1,111500,1377837,-0.45%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,현대차,하루 1만원의 납입금만 내면 현대자동차의 전기차 코나 일렉트릭과 아이오닉 일렉트릭을 구입할 수 있는 엘리트(E-Lite) 할부 프로모션이 진행된다.,공격적 마케팅,"엘리트, 할부, 프로모션, 진행",1,111500,1377837,-0.45%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.10,현대차,5월에는 1만1072대로 작년보다 두배 이상 뛰었다. 5월 전기차 수출액은 3억9600만달러로 작년 동월대비 69.1% 증가했다.,실적 호재,"작년보다, 뛰었다. 작년, 동월대비, 증가",1,111500,1377837,-0.45%,291.9,0.20%,"1,198.40",0.26%,14.62,1.18%,"3,207.18",-0.78%
2020.06.11,LG 화학,한국투자증권은 10일 LG화학에 대해 석유화학 부문의 실적이 예상보다 빠르게 개선되는 데다 전지 부문의 가치도 높아지고 있다며 목표주가를 기존 40만원에서 45만원으로 올렸다.,목표주가 상승,"실적, 빠르게, 개선, 높아지고, 목표주가, 올렸다",1,463000,1250374,5.23%,288.62,-1.12%,"1,190.67",-0.65%,13.71,-6.22%,"3,190.14",-0.53%
2020.06.12,LG 화학,LG화학은 3세대 전기차(500㎞ 이상) 중심의 대형 프로젝트 수주를 적극 공략해 전기차 배터리 시장에서 확실한 1위를 달성한다는 계획으로 올해 말까지 배터리 생산 능력을 고성능 순수 전기차 기준 170만대(100GWh)로 확대할 계획이다.,실적 호재,"수주, 적극 공략, 1위, 달성 계획, 고성능, 확대",1,462000,1007453,-0.22%,281.78,-2.37%,"1,206.10",1.30%,13.71,-6.22%,"3,002.10",-5.89%
2020.06.12,삼성sdi,미국 전기차 업체 테슬라 주가가 사상 최고치를 기록하면서 테슬라에 부품을 공급하는 국내 기업들에 대한 관심도 높아지고 있다.,협력사 호재,"테슬라, 최고치",1,379500,1010020,-2.06%,281.78,-2.37%,"1,206.10",1.30%,13.71,-6.22%,"3,002.10",-5.89%
2020.06.15,LG 화학,"유럽 각국 정부는 전기차 지원 정책 등을 통해 전기차 시장 확대 의지를 표명하고 있다. 전기차의 구매 보조금 및 인프라 투자 확대와 내연기관 자동차의 판매 전면 중단 시점 발표 등 유럽 전기차 시장 지원 정책에 유럽 의존도가 높은 국내 2차전지 업체들에 대한 관심은 당분간 지속될 전망이다. 수혜가 예상되는 기업으로 LG화학, 삼성SDI, 두산솔루스 등이 제시되고 있다.",정부 정책 호재,"유럽 각국 정부, 전기차 지원, 정책, 시장 확대, 표명, 수혜, 예상",1,428000,851192,-7.36%,267.95,-4.91%,"1,203.66",-0.20%,14.7,5.30%,"3,041.31",1.31%
2020.06.15,SK이노베이션,정유사들의 수익 지표인 정제마진이 석 달째 마이너스를 이어가고 있다.,저유가 악재,"정제마진, 마이너스",0,106500,1106675,-7.39%,267.95,-4.91%,"1,203.66",-0.20%,14.7,5.30%,"3,041.31",1.31%
2020.06.15,SK이노베이션,정제기의 수익 지표 인 세련된 마진은 마이너스를 계속하고 있습니다.,저유가 악재,"정제마진, 마이너스",0,106500,1106675,-7.39%,267.95,-4.91%,"1,203.66",-0.20%,14.7,5.30%,"3,041.31",1.31%
2020.06.15,삼성sdi,유럽 각국 정부는 전기차 지원 정책 등을 통해 전기차 시장 확대 의지를 표명하고 있다.,정부 정책 호재,"유럽, 정책, 시장 확대",1,348500,1182814,-8.17%,267.95,-4.91%,"1,203.66",-0.20%,14.7,5.30%,"3,041.31",1.31%
2020.06.15,현대차,신종 코로나바이러스 감염증(코로나19) 이후 글로벌 자동차 시장에서 현대·기아차가 빠른 신차 출시로 우위를 점할 것이라는 분석이 나왔다.,코로나 호재,"코로나, 신차, 출시, 우위",1,97000,2022775,-6.28%,267.95,-4.91%,"1,203.66",-0.20%,14.7,5.30%,"3,041.31",1.31%
2020.06.16,LG 화학,빈패스트는 지난달 하노이에서 첫 전기자동차 모델을 테스트했습니다. 빈패스트는 LG화학과 배터리 합작사를 만드는 등 한국 기업과도 긴밀한 연계를 맺고 있습니다.,협력사 호재,"모델 테스트, 합작사, 긴밀한 연계",1,487500,1156149,13.90%,282.59,5.46%,"1,208.55",0.41%,14.96,1.77%,"3,066.59",0.83%
2020.06.16,현대차,협회에 따르면 지난 1~5월 친환경차 수출량은 10만2562대로 전년 동기 대비 9.6% 증가했다.,실적 호재,"전년 동기 대비, 증가, 수출량",1,101500,1389765,4.64%,282.59,5.46%,"1,208.55",0.41%,14.96,1.77%,"3,066.59",0.83%
2020.06.16,현대차,"현대기아차, 친환경차 국내외 누적150만대 판매 넘었다",실적 호재,"누적, 판매, 넘었다",1,101500,1389765,4.64%,282.59,5.46%,"1,208.55",0.41%,14.96,1.77%,"3,066.59",0.83%
2020.06.17,LG 화학,SK이노베이션이 지난 4월 전 세계 전기차 배터리 점유율 5위를 기록하며 상위권 도약에 성공했다.,경쟁사 호재,"상위권, 도약, 배터리 점유율, 성공",0,491500,1390544,0.82%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,LG 화학,SK 혁신은 4 월 5 일 가장 큰 전기 자동차 배터리 시장 점유율을 지속하고 맨 위 점프에 성공했습니다.,경쟁사 호재,"상위권, 도약, 배터리 점유율, 성공",0,491500,1390544,0.82%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,SK이노베이션,삼성SDI와 SK이노베이션도 각각 5위와 7위에 오르며 한국 배터리 업체의 약진을 이끌었다.,배터리 시장 점유율 상승,"배터리 업체, 약진",1,126000,2417549,8.15%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,SK이노베이션,현대자동차는 내년 전기차(EV) 생산량을 올해의 두 배 수준으로 늘리기로 결정했다.,산업 성장 기대,"현대자동차, 생산량, 두 배",1,126000,2417549,8.15%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,삼성sdi,"폭락장서 4700억 팔아치운 외인, LG화학·삼성SDI는 샀다",외인 매수,"외인, LG화학, 삼성SDI, 샀다",1,384500,1041621,2.26%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,삼성sdi,전기차 배터리 시장 점유율에서 삼성SDI를 처음으로 역전하는 등 선전한 영향으로 보인다.,배터리 시장 점유율 하락,"시장 점유율, 역전",0,384500,1041621,2.26%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,삼성sdi,"SK이노, 4월 배터리 시장점유율 처음으로 삼성SDI 추월",경쟁사 호재,"SK이노, 추월",0,384500,1041621,2.26%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,삼성sdi,전기 자동차 배터리 시장 점유율은 삼성 SDI 시장 점유율에서 처음으로 처음으로 예상됩니다.,배터리 시장 점유율 하락,"시장 점유율, 역전",0,384500,1041621,2.26%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.17,삼성sdi,"SK INNO, 4 월 배터리 시장 점유율 삼성 SDI 처음으로",경쟁사 호재,"SK이노, 추월",0,384500,1041621,2.26%,283.02,0.15%,"1,211.79",0.27%,14.93,-0.20%,"3,124.74",1.90%
2020.06.18,삼성sdi,전기차배터리 점유율 4.2%로 확대,배터리 시장 점유율 하락,"점유율, 확대",1,377000,549428,-1.95%,281.91,-0.39%,"1,215.41",0.30%,15.54,4.09%,"3,113.49",-0.36%
2020.06.18,현대차,"유진투자증권은 현대차의 2분기 매출액을 전년 동기 대비 19.0% 감소한 21조8000억원, 영업이익은 91.2% 감소한 1090억원으로 전망했다.",실적 악재,"전년, 동기, 대비, 감소, 전망",0,100000,1155455,-0.50%,281.91,-0.39%,"1,215.41",0.30%,15.54,4.09%,"3,113.49",-0.36%
2020.06.18,현대차,Eugene 투자 및 증권은 2.1 ~ 800 억 원을 거절하고 영업 이익은 91.2 % 감소했다. 현대 2 분기에 전년 대비 19.0 % 증가했다.,실적 악재,"전년, 동기, 대비, 감소, 전망",0,100000,1155455,-0.50%,281.91,-0.39%,"1,215.41",0.30%,15.54,4.09%,"3,113.49",-0.36%
2020.06.19,LG 화학,현대기아차가 LG화학에서 배터리를 공급받아서 전기차를 제조하는 단계를 넘어 최근 수조원대 전기차 합작공장 신설을 추진하는 가운데 글로벌 스타트업과의 기술 제휴까지 추진하면서 '현대차·LG화학 전기차 동맹' 이 가속화하는 양상이다.,협력사 협업,"합작공장, 신설, 추진, 동맹, 가속화, 양산",1,512000,738862,4.28%,283.37,0.52%,"1,212.50",-0.24%,15.61,0.45%,"3,115.34",0.06%
